Student_ID,Subject,Study_Hours,Social_Hours,Grade
2556,Eng A Lit SL,1.8,6.4,4.0
2557,Chem HL,15.0,2.1,6.0
2558,Math AA HL,16.6,7.4,5.0
2559,French B SL,19.6,19.5,7.0
2560,Eng A Lit SL,9.9,3.6,4.0
2561,Eng A Lit SL,15.4,16.6,5.0
2562,French B SL,10.4,24.2,6.0
2563,Eng A Lit SL,16.3,0.8,6.0
2564,Eng A Lit SL,10.5,14.1,7.0
2565,Math AA HL,13.0,2.9,4.0
2566,Physics HL,10.0,1.9,5.0
2567,Chem HL,18.3,9.2,6.0
2568,Econ SL,19.3,12.2,7.0
2569,French B SL,13.8,5.0,5.0
2570,Chem HL,15.2,0.4,7.0
2571,French B SL,7.8,23.9,5.0
2572,Econ SL,13.5,13.1,6.0
2573,French B SL,14.7,3.2,7.0
2574,Eng A Lit SL,28.1,6.9,7.0
2575,Econ SL,9.4,0.3,6.0
2576,Econ SL,22.3,4.1,7.0
2577,Math AA HL,20.0,7.4,6.0
2578,French B SL,16.4,7.3,7.0
2579,Econ SL,23.8,2.3,7.0
2580,Chem HL,16.9,15.0,5.0
2581,Physics HL,16.9,3.6,4.0
2582,Chem HL,14.7,8.7,6.0
2583,Econ SL,21.1,3.2,7.0
2584,Math AA HL,20.5,5.5,6.0
2585,Physics HL,11.9,2.3,4.0
2586,Eng A Lit SL,8.4,10.0,4.0
2587,Chem HL,14.0,5.5,5.0
2588,Chem HL,11.0,0.2,5.0
2589,Econ SL,14.7,0.3,7.0
2590,French B SL,21.2,6.4,7.0
2591,French B SL,12.7,2.0,7.0
2592,Physics HL,14.8,8.8,4.0
2593,Eng A Lit SL,15.3,5.2,5.0
2594,French B SL,19.2,10.6,7.0
2595,Econ SL,3.8,30.4,3.0
2596,Chem HL,12.0,7.5,5.0
2597,Physics HL,16.1,15.5,3.0
2598,French B SL,21.0,14.0,7.0
2599,French B SL,12.5,25.5,5.0
2600,Math AA HL,5.6,2.4,2.0
2601,Physics HL,18.1,17.6,5.0
2602,Physics HL,11.8,23.6,4.0
2603,Econ SL,9.1,5.0,6.0
2604,Eng A Lit SL,11.9,3.8,5.0
2605,French B SL,14.1,30.4,6.0
2606,Physics HL,12.0,9.9,2.0
2607,Econ SL,4.0,4.8,4.0
2608,Eng A Lit SL,19.5,15.7,6.0
2609,French B SL,21.4,3.6,7.0
2610,Chem HL,18.3,1.9,6.0
2611,Math AA HL,9.3,7.9,5.0
2612,Eng A Lit SL,14.0,8.4,4.0
2613,Math AA HL,15.0,17.5,3.0
2614,Chem HL,18.0,6.1,7.0
2615,Physics HL,18.3,16.9,6.0
2616,French B SL,11.3,3.7,7.0
2617,Physics HL,15.4,8.6,5.0
2618,Math AA HL,17.3,2.3,6.0
2619,Physics HL,22.3,4.9,5.0
2620,Physics HL,18.5,19.5,5.0
2621,Eng A Lit SL,18.9,2.4,6.0
2622,Econ SL,15.4,16.6,7.0
2623,Eng A Lit SL,22.1,3.3,7.0
2624,Chem HL,17.0,0.4,6.0
2625,Eng A Lit SL,10.7,1.2,6.0
2626,Eng A Lit SL,22.0,13.7,7.0
2627,Eng A Lit SL,18.5,3.0,7.0
2628,Eng A Lit SL,12.8,10.6,5.0
2629,Econ SL,12.6,12.0,5.0
2630,Chem HL,16.5,4.2,5.0
2631,Eng A Lit SL,17.3,6.4,5.0
2632,Eng A Lit SL,16.0,5.2,6.0
2633,Math AA HL,16.6,29.4,4.0
2634,Eng A Lit SL,23.5,3.9,7.0
2635,Chem HL,20.4,2.0,7.0
2636,Econ SL,16.0,4.6,7.0
2637,Chem HL,19.7,11.1,7.0
2638,Physics HL,9.8,12.0,3.0
2639,Eng A Lit SL,17.0,25.8,6.0
2640,French B SL,24.0,21.3,7.0
2641,Physics HL,13.9,3.4,5.0
2642,Chem HL,10.8,6.1,6.0
2643,Physics HL,11.7,13.8,5.0
2644,French B SL,9.6,24.8,5.0
2645,Math AA HL,11.1,4.1,5.0
2646,French B SL,13.1,5.9,6.0
2647,Econ SL,8.0,23.0,4.0
2648,Econ SL,15.1,4.4,7.0
2649,Physics HL,19.5,6.5,6.0
2650,Eng A Lit SL,10.5,23.5,4.0
2651,Math AA HL,22.6,16.2,4.0
2652,Econ SL,17.6,2.8,7.0
2653,French B SL,20.2,3.9,7.0
2654,Eng A Lit SL,11.7,4.4,6.0
2655,French B SL,19.3,24.4,7.0
2656,Chem HL,9.5,68.4,1.0
2657,Eng A Lit SL,19.5,14.9,6.0
2658,Chem HL,15.9,6.6,5.0
2659,Math AA HL,17.8,0.1,5.0
2660,Math AA HL,9.1,12.0,2.0
2661,Math AA HL,10.5,4.9,3.0
2662,Math AA HL,18.0,10.0,6.0
2663,Chem HL,10.3,9.3,5.0
2664,Chem HL,17.3,6.6,6.0
2665,Econ SL,8.2,28.9,3.0
2666,Physics HL,19.2,0.2,5.0
2667,Physics HL,8.8,12.5,3.0
2668,Chem HL,17.8,5.3,5.0
2669,Math AA HL,18.1,12.5,6.0
2670,Physics HL,11.5,11.2,3.0
2671,Eng A Lit SL,17.9,0.1,7.0
2672,Chem HL,16.3,3.4,6.0
2673,Eng A Lit SL,12.3,2.1,7.0
2674,Math AA HL,10.0,1.8,4.0
2675,Econ SL,5.2,13.0,5.0
2676,Chem HL,16.7,2.7,6.0
2677,Physics HL,7.2,6.4,3.0
2678,Econ SL,15.5,2.8,6.0
2679,Physics HL,13.7,8.7,4.0
2680,Eng A Lit SL,18.4,12.8,6.0
2681,Chem HL,13.5,4.0,4.0
2682,Econ SL,13.4,9.2,6.0
2683,Math AA HL,18.7,17.4,4.0
2684,French B SL,16.7,1.0,7.0
2685,French B SL,16.6,12.4,7.0
2686,Econ SL,17.3,3.9,6.0
2687,Math AA HL,7.3,1.3,4.0
2688,Physics HL,18.8,7.9,5.0
2689,French B SL,18.1,2.6,6.0
2690,Math AA HL,9.9,17.2,3.0
2691,Econ SL,13.8,0.4,7.0
2692,Econ SL,14.8,1.0,7.0
2693,Econ SL,14.3,7.4,7.0
2694,Eng A Lit SL,16.7,8.9,6.0
2695,Physics HL,22.2,13.1,5.0
2696,Math AA HL,20.4,3.0,5.0
2697,Econ SL,8.4,18.4,5.0
2698,Eng A Lit SL,18.1,30.6,5.0
2699,Chem HL,21.6,6.9,6.0
2700,French B SL,16.9,14.3,7.0
2701,French B SL,20.5,7.4,7.0
2702,French B SL,25.1,0.7,7.0
2703,Math AA HL,20.1,3.9,6.0
2704,Chem HL,16.2,0.9,6.0
2705,Math AA HL,20.2,45.0,3.0
2706,Econ SL,15.7,2.6,7.0
2707,Math AA HL,15.1,10.1,5.0
2708,Chem HL,13.2,3.3,4.0
2709,Econ SL,22.8,10.6,7.0
2710,Econ SL,10.9,2.4,6.0
2711,Eng A Lit SL,22.7,15.4,7.0
2712,Econ SL,17.5,1.2,6.0
2713,Physics HL,8.0,22.6,2.0
2714,French B SL,16.8,18.4,7.0
2715,Chem HL,4.5,11.4,4.0
2716,Eng A Lit SL,18.1,0.7,7.0
2717,Econ SL,19.4,2.3,7.0
2718,Chem HL,12.0,19.6,3.0
2719,Physics HL,15.6,1.3,5.0
2720,Chem HL,24.8,1.7,7.0
2721,Chem HL,12.5,7.9,5.0
2722,Eng A Lit SL,9.7,3.2,6.0
2723,French B SL,22.4,2.5,7.0
2724,French B SL,24.8,8.6,7.0
2725,Eng A Lit SL,15.0,4.7,6.0
2726,Eng A Lit SL,20.1,1.5,6.0
2727,Math AA HL,21.7,7.7,5.0
2728,Math AA HL,11.3,4.9,3.0
2729,Physics HL,12.6,13.3,4.0
2730,Math AA HL,21.2,1.1,4.0
2731,Math AA HL,23.4,9.7,6.0
2732,Chem HL,17.8,5.7,6.0
2733,Chem HL,10.6,5.2,5.0
2734,Eng A Lit SL,24.9,2.6,7.0
2735,Econ SL,12.3,0.3,7.0
2736,French B SL,13.3,18.8,5.0
2737,Physics HL,16.7,4.0,6.0
2738,Math AA HL,22.8,11.4,6.0
2739,Chem HL,19.3,29.5,4.0
2740,French B SL,17.1,8.3,6.0
2741,Math AA HL,17.3,5.1,5.0
2742,Econ SL,15.2,3.1,7.0
2743,French B SL,17.8,27.2,6.0
2744,Chem HL,2.4,11.5,3.0
2745,Eng A Lit SL,13.5,10.9,6.0
2746,Econ SL,16.2,5.6,6.0
2747,Econ SL,9.2,18.6,5.0
2748,Math AA HL,16.9,12.5,4.0
2749,Math AA HL,14.0,3.3,2.0
2750,Physics HL,23.8,9.2,6.0
2751,Math AA HL,22.9,5.6,6.0
2752,Chem HL,12.7,0.1,6.0
2753,French B SL,14.2,16.5,7.0
2754,Econ SL,14.6,1.3,6.0
2755,French B SL,12.7,7.1,7.0
2756,Eng A Lit SL,16.0,4.1,7.0
2757,Econ SL,11.2,4.2,7.0
2758,Econ SL,9.3,6.5,5.0
2759,Eng A Lit SL,18.1,58.2,4.0
2760,Chem HL,18.1,5.2,7.0
2761,French B SL,11.0,2.0,5.0
2762,Econ SL,19.5,9.5,7.0
2763,Eng A Lit SL,11.8,2.7,5.0
2764,Econ SL,16.3,1.1,6.0
2765,Eng A Lit SL,19.1,0.5,7.0
2766,Physics HL,14.8,0.2,6.0
2767,Physics HL,17.3,5.6,4.0
2768,Chem HL,12.4,5.6,7.0
2769,Chem HL,14.0,2.1,6.0
2770,Chem HL,14.0,15.3,5.0
2771,Chem HL,11.3,1.4,5.0
2772,French B SL,14.1,24.7,6.0
2773,Math AA HL,7.3,8.9,3.0
2774,Chem HL,12.5,0.3,5.0
2775,Physics HL,13.6,33.0,3.0
2776,Econ SL,13.7,3.7,7.0
2777,Math AA HL,13.8,6.0,4.0
2778,Math AA HL,14.7,3.3,5.0
2779,French B SL,17.4,13.0,7.0
2780,Eng A Lit SL,19.4,6.6,7.0
2781,Econ SL,11.8,1.4,6.0
2782,Econ SL,9.0,1.1,7.0
2783,Math AA HL,9.8,12.9,3.0
2784,French B SL,12.6,2.7,6.0
2785,French B SL,13.2,1.5,7.0
2786,French B SL,11.2,6.9,7.0
2787,Chem HL,8.5,16.2,3.0
2788,Econ SL,12.7,3.3,6.0
2789,Eng A Lit SL,15.9,3.2,6.0
2790,Chem HL,18.0,18.0,5.0
2791,Physics HL,12.2,1.6,6.0
2792,Eng A Lit SL,12.9,9.6,5.0
2793,Chem HL,10.4,31.0,3.0
2794,Eng A Lit SL,14.8,18.4,4.0
2795,Physics HL,10.8,0.6,5.0
2796,Chem HL,17.9,3.9,4.0
2797,Eng A Lit SL,6.1,1.5,5.0
2798,Physics HL,13.2,29.8,4.0
2799,Econ SL,16.5,42.6,4.0
2800,French B SL,15.9,2.7,7.0
2801,Eng A Lit SL,28.5,11.1,7.0
2802,Physics HL,16.7,18.4,4.0
2803,Econ SL,10.0,2.7,4.0
2804,French B SL,14.5,2.1,6.0
2805,Physics HL,6.1,0.1,4.0
2806,Econ SL,14.6,5.3,7.0
2807,Econ SL,10.8,23.0,5.0
2808,Econ SL,19.6,23.3,7.0
2809,Math AA HL,12.3,1.4,4.0
2810,Physics HL,14.4,2.3,6.0
2811,Chem HL,11.8,5.2,5.0
2812,Chem HL,23.7,15.2,6.0
2813,Chem HL,13.4,9.5,5.0
2814,Chem HL,24.2,7.2,7.0
2815,Econ SL,19.1,9.0,7.0
2816,Econ SL,17.4,1.0,7.0
2817,Math AA HL,16.8,6.5,5.0
2818,Math AA HL,17.0,48.4,2.0
2819,Math AA HL,5.4,0.9,3.0
2820,French B SL,13.6,7.3,7.0
2821,Eng A Lit SL,19.2,3.5,7.0
2822,Chem HL,14.8,7.8,6.0
2823,Eng A Lit SL,8.0,8.5,6.0
2824,Chem HL,14.7,8.6,5.0
2825,Chem HL,23.5,19.1,5.0
2826,Chem HL,21.2,4.9,6.0
2827,Math AA HL,14.7,7.3,4.0
2828,Econ SL,19.8,0.1,7.0
2829,French B SL,13.2,15.6,6.0
2830,Chem HL,6.5,3.0,3.0
2831,Chem HL,10.4,17.0,5.0
2832,Chem HL,22.8,3.1,6.0
2833,Physics HL,13.6,0.1,5.0
2834,Chem HL,13.8,1.7,6.0
2835,Math AA HL,13.5,42.5,2.0
2836,Math AA HL,24.5,3.9,6.0
2837,Eng A Lit SL,23.1,1.2,7.0
2838,Econ SL,26.1,1.3,7.0
2839,Econ SL,14.2,3.7,6.0
2840,Math AA HL,16.5,0.4,6.0
2841,Eng A Lit SL,7.4,7.2,5.0
2842,French B SL,22.4,2.4,7.0
2843,Physics HL,9.2,7.3,3.0
2844,Math AA HL,16.1,1.5,4.0
2845,Chem HL,9.5,5.6,7.0
2846,French B SL,12.1,9.1,6.0
2847,Chem HL,10.8,0.6,5.0
2848,Eng A Lit SL,12.0,5.1,5.0
2849,Eng A Lit SL,12.3,3.6,5.0
2850,Physics HL,12.3,2.7,6.0
2851,French B SL,19.2,9.3,7.0
2852,Eng A Lit SL,9.5,8.9,5.0
2853,Chem HL,16.1,10.0,5.0
2854,Econ SL,21.1,1.7,7.0
2855,Math AA HL,12.4,3.4,4.0
2856,Math AA HL,11.4,2.4,4.0
2857,Econ SL,13.8,7.8,6.0
2858,French B SL,20.9,6.2,7.0
2859,French B SL,16.0,4.0,7.0
2860,Eng A Lit SL,12.3,15.4,5.0
2861,Math AA HL,17.4,1.0,5.0
2862,Econ SL,9.5,36.8,4.0
2863,Physics HL,18.4,1.2,6.0
2864,Econ SL,17.0,14.8,7.0
2865,Physics HL,13.5,4.6,5.0
2866,Econ SL,10.8,20.0,6.0
2867,Econ SL,10.6,0.8,5.0
2868,Econ SL,17.7,4.7,7.0
2869,Econ SL,21.1,4.1,7.0
2870,Econ SL,11.8,49.8,3.0
2871,Econ SL,17.3,42.4,6.0
2872,Physics HL,4.6,2.1,3.0
2873,Physics HL,12.1,9.9,5.0
2874,Eng A Lit SL,14.8,7.7,6.0
2875,Econ SL,10.5,1.7,6.0
2876,Chem HL,10.3,1.8,5.0
2877,Physics HL,11.7,45.3,3.0
2878,Eng A Lit SL,16.5,6.0,6.0
2879,Physics HL,14.1,1.3,6.0
2880,Physics HL,3.8,2.4,4.0
2881,Econ SL,4.4,3.1,4.0
2882,Chem HL,12.0,7.2,5.0
2883,Physics HL,17.3,4.1,6.0
2884,Eng A Lit SL,1.3,6.1,4.0
2885,Econ SL,12.5,1.8,6.0
2886,Eng A Lit SL,12.4,4.0,5.0
2887,Math AA HL,21.9,0.7,6.0
2888,French B SL,13.1,22.0,6.0
2889,Physics HL,16.9,2.2,5.0
2890,Econ SL,15.7,14.1,7.0
2891,Physics HL,4.3,4.3,3.0
2892,Eng A Lit SL,18.8,6.4,6.0
2893,Physics HL,16.1,3.4,5.0
2894,Econ SL,17.5,11.9,6.0
2895,Eng A Lit SL,34.6,18.6,7.0
2896,Math AA HL,4.6,3.4,3.0
2897,Econ SL,23.6,2.8,7.0
2898,Physics HL,13.6,11.4,4.0
2899,Econ SL,16.4,2.2,5.0
2900,Econ SL,14.8,10.2,6.0
2901,Math AA HL,12.9,1.0,5.0
2902,Math AA HL,12.2,9.7,4.0
2903,French B SL,16.6,7.2,7.0
2904,Eng A Lit SL,7.4,1.2,6.0
2905,Math AA HL,18.8,10.5,4.0
2906,Eng A Lit SL,12.9,5.9,5.0
2907,French B SL,9.3,2.4,7.0
2908,Eng A Lit SL,12.7,4.4,6.0
2909,Econ SL,21.3,6.8,7.0
2910,French B SL,12.3,1.0,7.0
2911,Physics HL,16.8,31.6,4.0
2912,French B SL,11.3,11.0,7.0
2913,French B SL,18.8,1.1,7.0
2914,French B SL,18.4,17.3,7.0
2915,Chem HL,24.2,3.9,7.0
2916,Math AA HL,14.1,9.1,4.0
2917,Eng A Lit SL,18.3,3.2,7.0
2918,Econ SL,15.5,13.2,7.0
2919,Eng A Lit SL,21.5,12.8,7.0
2920,Chem HL,11.4,8.0,4.0
2921,Physics HL,18.7,2.8,6.0
2922,Econ SL,14.0,2.9,6.0
2923,Math AA HL,14.7,4.8,3.0
2924,Math AA HL,15.5,1.6,5.0
2925,Math AA HL,16.3,4.1,6.0
2926,Math AA HL,14.4,11.5,4.0
2927,Chem HL,16.1,17.8,6.0
2928,Eng A Lit SL,22.9,4.0,7.0
2929,Physics HL,19.9,2.7,6.0
2930,Econ SL,19.3,17.9,7.0
2931,Econ SL,12.7,22.1,4.0
2932,Physics HL,10.6,5.3,3.0
2933,Physics HL,19.8,0.3,6.0
2934,Chem HL,19.4,11.9,7.0
2935,Chem HL,22.4,15.3,5.0
2936,French B SL,12.0,0.2,7.0
2937,Chem HL,13.9,9.0,5.0
2938,Math AA HL,6.8,8.9,2.0
2939,Eng A Lit SL,13.0,4.8,5.0
2940,Physics HL,20.0,13.9,4.0
2941,Chem HL,12.7,5.6,6.0
2942,Eng A Lit SL,18.2,11.3,6.0
2943,Math AA HL,14.0,7.3,4.0
2944,Chem HL,16.6,2.9,7.0
2945,Chem HL,9.3,9.3,6.0
2946,Eng A Lit SL,15.4,13.4,6.0
2947,Econ SL,0.0,36.5,2.0
2948,Econ SL,14.1,4.8,6.0
2949,Math AA HL,6.8,0.7,3.0
2950,Chem HL,21.0,44.2,4.0
2951,Eng A Lit SL,18.9,9.8,5.0
2952,Math AA HL,17.3,29.3,3.0
2953,Chem HL,22.6,1.1,7.0
2954,Econ SL,10.3,4.2,6.0
2955,Chem HL,23.7,1.4,6.0
2956,Physics HL,19.7,18.0,5.0
2957,French B SL,13.8,21.2,6.0
2958,Math AA HL,20.7,7.0,4.0
2959,Eng A Lit SL,9.5,2.1,6.0
2960,Physics HL,10.9,1.4,4.0
2961,Chem HL,12.0,8.9,4.0
2962,Eng A Lit SL,12.4,7.1,6.0
2963,Physics HL,9.7,11.9,3.0
2964,Physics HL,21.1,3.6,6.0
2965,Econ SL,13.7,5.1,7.0
2966,Econ SL,16.8,0.2,7.0
2967,French B SL,12.1,9.4,6.0
2968,Econ SL,5.9,5.5,5.0
2969,Physics HL,16.4,25.2,3.0
2970,Math AA HL,5.4,10.3,3.0
2971,French B SL,14.7,5.1,6.0
2972,French B SL,8.2,3.1,4.0
2973,Chem HL,24.9,23.6,6.0
2974,Chem HL,19.6,0.2,6.0
2975,Math AA HL,15.5,4.0,5.0
2976,Eng A Lit SL,21.3,28.7,6.0
2977,Econ SL,10.8,10.6,7.0
2978,Econ SL,17.7,7.6,7.0
2979,Math AA HL,16.0,2.3,4.0
2980,French B SL,16.3,17.9,6.0
2981,Chem HL,21.4,2.3,7.0
2982,Math AA HL,18.7,2.9,6.0
2983,Chem HL,16.4,2.1,7.0
2984,Math AA HL,6.7,1.7,3.0
2985,Econ SL,10.2,30.6,5.0
2986,Math AA HL,14.4,9.2,4.0
2987,Physics HL,15.5,10.2,5.0
2988,Math AA HL,9.3,30.9,2.0
2989,Chem HL,27.1,2.6,7.0
2990,Math AA HL,22.6,0.1,5.0
2991,Eng A Lit SL,18.0,9.1,7.0
2992,Econ SL,15.4,7.1,7.0
2993,Econ SL,13.9,6.5,5.0
2994,Physics HL,10.2,0.6,4.0
2995,Math AA HL,15.4,6.1,5.0
2996,Eng A Lit SL,16.3,3.4,7.0
2997,Chem HL,8.8,3.2,5.0
2998,Eng A Lit SL,16.7,2.5,6.0
2999,Econ SL,14.2,4.0,7.0
3000,Physics HL,5.5,4.4,3.0
3001,Chem HL,10.7,3.7,4.0
3002,Math AA HL,12.9,38.5,4.0
3003,Math AA HL,24.4,27.0,5.0
3004,Eng A Lit SL,17.8,8.5,6.0
3005,Math AA HL,8.3,39.7,1.0
3006,Chem HL,17.4,47.3,4.0
3007,Econ SL,7.3,4.4,7.0
3008,Chem HL,20.4,5.9,6.0
3009,Math AA HL,12.6,32.0,2.0
3010,Eng A Lit SL,14.5,9.4,6.0
3011,Math AA HL,21.6,2.4,5.0
3012,Econ SL,8.6,11.7,4.0
3013,French B SL,8.0,2.3,5.0
3014,Math AA HL,12.1,4.1,3.0
3015,Physics HL,20.2,2.6,6.0
3016,Math AA HL,7.4,2.8,4.0
3017,Econ SL,0.8,0.0,6.0
3018,French B SL,12.7,21.3,6.0
3019,Physics HL,17.8,3.5,6.0
3020,Eng A Lit SL,21.0,0.9,7.0
3021,Physics HL,12.7,0.9,5.0
3022,Chem HL,12.9,8.1,5.0
3023,Econ SL,20.8,49.5,5.0
3024,French B SL,5.7,1.6,4.0
3025,Chem HL,13.1,1.0,5.0
3026,Chem HL,16.0,5.8,6.0
3027,Physics HL,17.2,8.3,5.0
3028,Physics HL,12.5,3.5,5.0
3029,Chem HL,15.2,3.6,5.0
3030,Econ SL,2.6,5.5,5.0
3031,Eng A Lit SL,11.7,3.8,6.0
3032,Math AA HL,17.3,24.7,4.0
3033,Math AA HL,10.1,0.4,4.0
3034,French B SL,15.3,2.7,7.0
3035,Physics HL,17.2,16.5,5.0
3036,Math AA HL,13.3,18.0,4.0
3037,Eng A Lit SL,15.9,1.2,6.0
3038,French B SL,10.2,36.4,3.0
3039,Econ SL,14.0,11.8,5.0
3040,Physics HL,18.1,3.2,5.0
3041,Math AA HL,15.8,6.1,5.0
3042,Chem HL,12.1,3.5,6.0
3043,Eng A Lit SL,16.1,1.6,6.0
3044,Eng A Lit SL,18.6,3.4,6.0
3045,Physics HL,4.8,8.7,4.0
3046,Econ SL,20.8,17.5,5.0
3047,Eng A Lit SL,13.3,4.5,5.0
3048,Physics HL,17.1,4.3,6.0
3049,Eng A Lit SL,21.0,6.3,5.0
3050,Math AA HL,8.1,10.3,3.0
3051,Econ SL,11.5,13.9,5.0
3052,Physics HL,13.6,4.0,5.0
3053,Eng A Lit SL,11.1,8.8,5.0
3054,Math AA HL,23.7,4.9,5.0
3055,Econ SL,10.7,12.6,5.0
3056,Math AA HL,12.2,1.8,5.0
3057,Math AA HL,16.0,3.0,5.0
3058,Econ SL,9.0,5.6,6.0
3059,Physics HL,13.0,22.0,5.0
3060,Physics HL,16.6,8.5,6.0
3061,Eng A Lit SL,13.3,33.6,5.0
3062,Econ SL,14.5,1.1,6.0
3063,Econ SL,12.4,6.2,7.0
3064,Econ SL,7.4,5.4,6.0
3065,Chem HL,16.6,9.2,6.0
3066,Chem HL,23.8,16.7,7.0
3067,French B SL,15.1,18.4,7.0
3068,Chem HL,16.1,11.1,6.0
3069,Econ SL,18.5,10.3,7.0
3070,Chem HL,8.7,29.8,5.0
3071,Eng A Lit SL,23.5,4.8,7.0
3072,Physics HL,16.0,17.9,6.0
3073,Chem HL,23.2,25.4,5.0
3074,French B SL,11.3,6.8,7.0
3075,Eng A Lit SL,24.1,13.1,7.0
3076,Math AA HL,18.9,4.7,5.0
3077,Math AA HL,17.8,1.7,6.0
3078,French B SL,16.2,8.8,7.0
3079,Physics HL,13.8,2.2,4.0
3080,Econ SL,21.0,6.1,7.0
3081,Math AA HL,15.7,20.6,4.0
3082,Physics HL,5.2,0.9,4.0
3083,Chem HL,9.4,0.3,5.0
3084,Chem HL,14.1,9.3,6.0
3085,Chem HL,16.5,4.0,6.0
3086,Math AA HL,14.7,5.4,5.0
3087,Math AA HL,21.1,5.2,5.0
3088,Physics HL,5.2,0.9,2.0
3089,Physics HL,15.7,0.0,4.0
3090,Econ SL,5.9,22.9,3.0
3091,French B SL,18.8,2.5,7.0
3092,Econ SL,14.5,5.6,7.0
3093,Chem HL,17.1,35.7,4.0
3094,Eng A Lit SL,10.7,17.5,5.0
3095,Eng A Lit SL,21.4,1.1,6.0
3096,Chem HL,20.2,7.1,7.0
3097,French B SL,17.9,13.1,7.0
3098,Econ SL,14.4,12.0,5.0
3099,Physics HL,17.9,14.3,4.0
3100,Math AA HL,11.5,6.1,4.0
3101,French B SL,19.3,1.9,7.0
3102,French B SL,23.2,6.3,7.0
3103,Chem HL,20.4,10.4,7.0
3104,Physics HL,11.4,9.4,4.0
3105,Eng A Lit SL,16.8,0.7,6.0
3106,Eng A Lit SL,8.5,0.7,5.0
3107,Econ SL,17.9,33.6,6.0
3108,Econ SL,17.3,1.6,6.0
3109,Eng A Lit SL,5.7,3.5,4.0
3110,French B SL,9.2,14.6,4.0
3111,Econ SL,13.6,5.3,6.0
3112,Math AA HL,13.5,2.0,4.0
3113,Physics HL,9.0,6.3,5.0
3114,Math AA HL,16.9,8.4,6.0
3115,Eng A Lit SL,16.3,6.0,7.0
3116,Math AA HL,14.0,25.1,3.0
3117,French B SL,11.2,3.4,7.0
3118,Chem HL,20.2,10.8,5.0
3119,Math AA HL,23.3,1.2,7.0
3120,Econ SL,12.6,5.0,6.0
3121,Math AA HL,11.9,13.5,3.0
3122,Math AA HL,17.5,2.5,5.0
3123,Econ SL,13.2,8.9,7.0
3124,Eng A Lit SL,14.3,1.7,5.0
3125,Math AA HL,18.7,1.1,5.0
3126,Physics HL,5.5,7.4,3.0
3127,French B SL,21.6,11.2,7.0
3128,Physics HL,15.4,1.2,5.0
3129,Physics HL,12.9,25.0,4.0
3130,Eng A Lit SL,14.6,2.6,7.0
3131,Math AA HL,14.8,1.3,5.0
3132,French B SL,6.3,2.3,5.0
3133,French B SL,22.5,1.9,7.0
3134,French B SL,15.2,1.0,7.0
3135,Math AA HL,17.2,16.0,5.0
3136,French B SL,19.8,6.8,7.0
3137,French B SL,9.9,4.9,6.0
3138,Chem HL,17.4,30.1,5.0
3139,Chem HL,13.7,4.6,6.0
3140,French B SL,19.2,1.8,7.0
3141,Econ SL,4.4,3.2,5.0
3142,Physics HL,14.5,2.7,5.0
3143,Econ SL,12.0,6.9,6.0
3144,Math AA HL,17.2,3.4,5.0
3145,Physics HL,17.4,7.3,5.0
3146,Physics HL,11.5,11.1,4.0
3147,Math AA HL,11.4,15.0,4.0
3148,Math AA HL,14.4,12.4,5.0
3149,Eng A Lit SL,10.5,2.3,4.0
3150,Eng A Lit SL,19.2,1.2,6.0
3151,Eng A Lit SL,13.2,7.8,5.0
3152,French B SL,0.5,2.2,5.0
3153,Econ SL,13.1,0.9,6.0
3154,French B SL,9.8,7.5,6.0
3155,French B SL,6.8,4.0,6.0
3156,Econ SL,8.8,14.1,4.0
3157,Eng A Lit SL,15.5,3.8,7.0
3158,Econ SL,21.6,38.5,6.0
3159,Math AA HL,16.6,14.2,5.0
3160,French B SL,12.0,0.6,5.0
3161,Math AA HL,17.3,7.1,5.0
3162,Econ SL,12.7,8.3,7.0
3163,Eng A Lit SL,11.5,11.9,5.0
3164,Math AA HL,9.2,6.9,2.0
3165,French B SL,6.2,6.6,5.0
3166,Math AA HL,13.1,4.6,5.0
3167,Eng A Lit SL,15.8,3.2,6.0
3168,French B SL,14.5,29.2,5.0
3169,French B SL,12.9,3.8,6.0
3170,Eng A Lit SL,10.3,0.7,6.0
3171,Physics HL,18.0,1.8,6.0
3172,Chem HL,8.4,19.5,4.0
3173,Eng A Lit SL,18.9,8.8,7.0
3174,Econ SL,10.0,15.1,4.0
3175,Math AA HL,11.2,16.5,4.0
3176,Physics HL,7.7,17.3,2.0
3177,Eng A Lit SL,12.5,8.0,5.0
3178,Chem HL,19.9,1.9,7.0
3179,French B SL,17.6,1.6,7.0
3180,Econ SL,19.9,8.5,5.0
3181,Chem HL,17.6,4.6,5.0
3182,Chem HL,9.5,8.2,4.0
3183,Econ SL,13.3,6.9,6.0
3184,Eng A Lit SL,11.1,9.2,6.0
3185,French B SL,21.7,0.3,7.0
3186,French B SL,9.0,0.3,7.0
3187,Chem HL,19.5,12.8,7.0
3188,Eng A Lit SL,19.5,2.1,6.0
3189,French B SL,24.1,10.6,7.0
3190,French B SL,13.0,7.9,7.0
3191,Math AA HL,18.6,40.1,5.0
3192,Chem HL,26.4,18.0,7.0
3193,Physics HL,11.9,5.3,4.0
3194,Chem HL,7.3,9.6,5.0
3195,Eng A Lit SL,5.6,1.2,5.0
3196,Econ SL,18.6,4.9,7.0
3197,Econ SL,5.6,13.2,2.0
3198,French B SL,13.1,9.7,6.0
